species,INDIV,CollPreNo,locality,region,County,sex,age,mass_g,SVL_cm,TL_cm,baseline_ms,MAMU,allele_a,allele_b
Thamnophis elegans,NA,CRF3188,Watson Lk.,sierra,NA,F,adult,73,53,NA,0.818,0.835,WT,WT
Thamnophis elegans,NA,CRF3190,Watson Lk.,sierra,NA,F,adult,20,41,NA,0.6804,1.78,WT,WT
Thamnophis elegans,NA,CRF3354,Herman's Pond,mtn_west,NA,F,adult,39,41.5,NA,0.8128,0.96,WT,WT
Thamnophis elegans,NA,CRF3363,Creekstal Peak Park,mtn_west,NA,F,adult,118,66,NA,0.8594,0.7,WT,WT
Thamnophis elegans,NA,HAM001,Herman's Pond,mtn_west,NA,M,adult,47,49,NA,0.6023,0.61,WT,WT
Thamnophis elegans,NA,JSR001,Watson Lk.,sierra,NA,M,adult,37,45,NA,0.4525,1.56,WT,WT
Thamnophis elegans,NA,JSR002,Watson Lk.,sierra,NA,M,subadult,12,31.5,NA,0.6266,1.35,WT,WT
Thamnophis elegans,NA,JSR026,Sagehen,sierra,NA,F,adult,55,47,NA,0.8658,0.46,WT,WT
Thamnophis elegans,NA,JSR028,Watson Lk.,sierra,NA,M,subadult,9,28.5,NA,0.689,0.25,WT,WT
Thamnophis elegans,NA,VLT095,Montara Beach,south_bay,NA,F,adult,26,39,NA,0.7132,1.1,WT,WT
Thamnophis elegans,NA,VLT096,Montara Beach,south_bay,NA,F,subadult,15,31.5,NA,0.6562,1.65,WT,WT
Thamnophis sirtalis, 5.232 VG ,EDBJR 22317,Gilroy,south_bay,NA,F,adult,50,50.7,NA,1.0288,14.5,WT,WT
Thamnophis sirtalis, 5.233 VH ,EDBJR 22318,Gilroy,south_bay,NA,F,adult,112,70.4,NA,0.8231,8.7,WT,WT
Thamnophis sirtalis, 5.279 VK ,EDBJR 22658 ,Santa Lucia,south_bay,NA,F,adult,137,75.4,NA,0.9615,6,WT,WT
Thamnophis sirtalis,11.003,CRF 2242,Watson Lk.,sierra,NA,NA,adult,33.7,44.1,NA,0.731,NA,WT,WT
Thamnophis sirtalis,11.004,CRF 2243,Watson Lk.,sierra,NA,NA,adult,95.7,61.5,NA,0.8681,NA,WT,WT
Thamnophis sirtalis,11.006,CRF 2245,Watson Lk.,sierra,NA,NA,adult,69.1,57.9,NA,0.8905,NA,WT,WT
Thamnophis sirtalis,11.007,CRF 2246,Watson Lk.,sierra,NA,NA,subadult,10.6,30.4,NA,0.4739,NA,WT,WT
Thamnophis sirtalis,11.01,CRF 2253,Cold Stream,sierra,NA,F,adult,79.3,58.4,NA,0.9355,2.5,NA,NA
Thamnophis sirtalis,11.011,CRF 2254,Cold Stream,sierra,NA,NA,adult,61.2,50.7,NA,0.9756,5.7,NA,NA
Thamnophis sirtalis,11.012,CRF 2255,Cold Stream,sierra,NA,NA,adult,49.1,42.2,NA,0.8157,3.6,NA,NA
Thamnophis sirtalis,11.013,CRF 2256,Cold Stream,sierra,NA,F,adult,72.5,53,NA,1.0299,4.1,NA,NA
Thamnophis sirtalis,11.014,CRF 2257,Cold Stream,sierra,NA,NA,adult,55.2,46.3,NA,0.9083,3.4,NA,NA
Thamnophis sirtalis,11.016,KDW-2,Mokelumne,sierra,NA,NA,adult,26.8,27.4,NA,0.6072,250,LVNV,LVNV
Thamnophis sirtalis,12.006,CRF 2297,Zim Zim Creek,north_bay,NA,NA,adult,24.1,NA,NA,0.7843,NA,LVNV,LVNV
Thamnophis sirtalis,12.007,CRF 2298,Zim Zim Creek,north_bay,NA,NA,adult,34.1,NA,NA,0.7868,NA,LVNV,LVNV
Thamnophis sirtalis,12.014,CRF 2311,Zim Zim Creek,north_bay,NA,NA,subadult,11.1,NA,NA,0.4525,NA,LVNV,LVNV
Thamnophis sirtalis,12.015,CRF 2312,Zim Zim Creek,north_bay,NA,NA,adult,48.3,NA,NA,0.9862,NA,LVNV,LVNV
Thamnophis sirtalis,12.016,CRF 2313,Zim Zim Creek,north_bay,NA,NA,adult,27.3,NA,NA,0.9099,NA,LVNV,LVNV
Thamnophis sirtalis,13.009,CRF 2415,Yuba Gap,sierra,NA,NA,subadult,17.4,NA,NA,0.5896,9.5,WT,WT
Thamnophis sirtalis,13.01,CRF 2416,Yuba Gap,sierra,NA,NA,subadult,18.1,NA,NA,0.40683,20,WT,WT
Thamnophis sirtalis,13.011,CRF 2417,Yuba Gap,sierra,NA,NA,adult,32.6,NA,NA,0.58411,18.5,WT,WT
Thamnophis sirtalis,13.012,CRF 2410,Euticuera Creek,north_bay,NA,NA,subadult,13.2,NA,NA,0.5048,250,LVNV,LVNV
Thamnophis sirtalis,13.013,CRF 2411,Euticuera Creek,north_bay,NA,NA,subadult,16,NA,NA,0.5734,250,LVNV,LVNV
Thamnophis sirtalis,13.014,CRF 2405,Zim Zim Creek,north_bay,NA,NA,subadult,12.7,NA,NA,0.5621,250,LVNV,LVNV
Thamnophis sirtalis,13.015,CRF 2406,Zim Zim Creek,north_bay,NA,NA,adult,26.6,NA,NA,0.5669,250,LVNV,LVNV
Thamnophis sirtalis,13.016,CRF 2399,Pope Valley,north_bay,NA,F,adult,68.6,NA,NA,0.6845,250,LVNV,LVNV
Thamnophis sirtalis,13.044,CRF 2458,Howard Lk.,nor_coast,NA,NA,adult,59.1,NA,NA,0.664,30.5,WT,WT
Thamnophis sirtalis,13.045,CRF 2459,Howard Lk.,nor_coast,NA,NA,adult,42.1,NA,NA,0.7169,6.9,WT,WT
Thamnophis sirtalis,13.046,CRF 2462,Howard Lk.,nor_coast,NA,NA,adult,53.9,NA,NA,0.6925,27,WT,WT
Thamnophis sirtalis,13.047,CRF 2464,Plaskett Meadow,nor_coast,NA,F,adult,147.9,NA,NA,0.6024,7.9,WT,WT
Thamnophis sirtalis,13.048,CRF 2465,Plaskett Meadow,nor_coast,NA,NA,subadult,8,NA,NA,0.55866,21.6,WT,WT
Thamnophis sirtalis,14.44,NA,NA,PNW,Benton,M,adult,44,53.5,NA,0.8651,80,VA,VA
Thamnophis sirtalis,14.46,NA,NA,PNW,Benton,M,adult,28.5,45.3,NA,0.8071,42,VA,V
Thamnophis sirtalis,14.47,NA,NA,PNW,Benton,M,adult,22,41.3,NA,0.8396,35,VA,WT
Thamnophis sirtalis,14.48,NA,NA,PNW,Benton,M,adult,25.7,43.4,NA,0.6039,87,VA,VA
Thamnophis sirtalis,14.49,NA,NA,PNW,Benton,M,adult,26.5,48,NA,0.7994,6.3,V,V
Thamnophis sirtalis,14.5,NA,NA,PNW,Benton,M,adult,24.8,42,NA,0.7052,39.7,V,V
Thamnophis sirtalis,14.51,NA,NA,PNW,Benton,M,adult,41.4,54,NA,0.7087,81,VA,VA
Thamnophis sirtalis,14.53,NA,NA,PNW,Benton,M,adult,27.6,47,NA,0.8019,79.5,VA,VA
Thamnophis sirtalis,14.54,NA,NA,PNW,Benton,M,adult,25.6,46.3,NA,0.654,79.5,V,V
Thamnophis sirtalis,14.56,NA,NA,PNW,Benton,F,adult,43.9,50.4,NA,0.8613,14.9,V,V
Thamnophis sirtalis,14.6,NA,NA,PNW,Benton,F,adult,119.3,64.8,NA,0.5811,40.3,V,V
Thamnophis sirtalis,14.61,NA,NA,PNW,Benton,F,adult,64.5,49.6,NA,0.7746,71.2,V,V
Thamnophis sirtalis,14.62,NA,NA,PNW,Benton,F,adult,52.5,55.2,NA,0.8818,55.9,VA,VA
Thamnophis sirtalis,14.63,NA,NA,PNW,Benton,F,adult,61.8,55,NA,0.7452,6.8,V,V
Thamnophis sirtalis,14.64,NA,NA,PNW,Benton,F,adult,92.6,66.6,NA,0.9785,39.6,VA,VA
Thamnophis sirtalis,14.65,NA,NA,PNW,Benton,F,adult,67.5,52.9,NA,0.6794,6.3,V,V
Thamnophis sirtalis,14.67,NA,NA,PNW,Benton,F,adult,97.3,62.2,NA,0.8143,11.7,V,V
Thamnophis sirtalis,14.68,NA,NA,PNW,Benton,F,adult,85.2,62.4,NA,0.5956,48.5,VA,VA
Thamnophis sirtalis,14.69,NA,NA,PNW,Benton,F,adult,86.2,56.2,NA,0.6246,40.3,V,V
Thamnophis sirtalis,14.7,NA,NA,PNW,Benton,F,adult,111.8,62,NA,0.7987,37.4,VA,VA
Thamnophis sirtalis,14.71,NA,NA,PNW,Benton,F,adult,79.5,57,NA,0.8071,176,VA,VA
Thamnophis sirtalis,14.72,NA,NA,PNW,Benton,F,adult,66.4,50.1,NA,0.7358,187,VA,VA
Thamnophis sirtalis,14.73,NA,NA,PNW,Benton,F,adult,81.8,65,NA,0.8446,5.8,V,V
Thamnophis sirtalis,14.74,NA,NA,PNW,Benton,F,adult,72,55.6,NA,0.885,36.6,VA,VA
Thamnophis sirtalis,14.75,NA,NA,PNW,Benton,F,adult,84.4,59.1,NA,0.821,35.3,VA,VA
Thamnophis sirtalis,14.76,NA,NA,PNW,Benton,F,adult,58.7,58,NA,0.8237,6.1,V,V
Thamnophis sirtalis,14.77,NA,NA,PNW,Benton,M,subadult,8.3,30.3,NA,0.3818,80,VA,VA
Thamnophis sirtalis,14.78,NA,NA,PNW,Benton,F,neonate,5,23.5,NA,0.5184,90,VA,V
Thamnophis sirtalis,14.79,NA,NA,PNW,Benton,M,subadult,6.6,27.5,NA,0.4087,41.4,VA,V
Thamnophis sirtalis,14.8,NA,NA,PNW,Benton,F,subadult,6,27.8,NA,0.4419,4.5,VA,VA
Thamnophis sirtalis,14.81,NA,NA,PNW,Benton,M,subadult,6.5,26.1,NA,0.4787,134,VA,VA
Thamnophis sirtalis,14.82,NA,NA,PNW,Benton,F,subadult,6,26.3,NA,0.4146,6.2,V,V
Thamnophis sirtalis,14.83,NA,NA,PNW,Benton,F,subadult,8.5,29.2,NA,0.4941,6,V,V
Thamnophis sirtalis,14.84,NA,NA,PNW,Benton,M,subadult,8.7,30.5,NA,0.5737,4.8,V,WT
Thamnophis sirtalis,16.149,EJE 190,NA,sierra,Nevada,NA,neonate,4.9,NA,NA,0.4415,2.9,NA,NA
Thamnophis sirtalis,16.15,EJE 191,NA,sierra,Nevada,NA,subadult,16,NA,NA,0.6258,4.5,NA,NA
Thamnophis sirtalis,16.21,Ang-Ts-2016-01,Angelo,nor_coast,NA,NA,adult,41.9,NA,NA,0.6333,79,WT,WT
Thamnophis sirtalis,16.23,Ang-Ts-2016-05,Angelo,nor_coast,NA,NA,adult,21.1,NA,NA,0.6831,12.5,WT,WT
Thamnophis sirtalis,16.24,Ang-Ts-2016-06,Angelo,nor_coast,NA,NA,adult,22,NA,NA,0.6761,10,WT,WT
Thamnophis sirtalis,16.25,Ang-Ts-2016-07,Angelo,nor_coast,NA,NA,adult,54.4,NA,NA,0.5949,15.4,WT,WT
Thamnophis sirtalis,16.26,Ang-Ts-2016-10,Angelo,nor_coast,NA,NA,adult,58,NA,NA,0.5981,3.7,WT,WT
Thamnophis sirtalis,16.27,Ang-Ts-2016-11,Angelo,nor_coast,NA,NA,adult,27.7,NA,NA,0.7734,37.7,WT,WT
Thamnophis sirtalis,16.28,Hop-Ts-2016-01,Hog Lk.,north_bay,NA,NA,adult,58.7,NA,NA,0.969,250,LVNV,LVNV
Thamnophis sirtalis,16.29,Hop-Ts-2016-02,Hog Lk.,north_bay,NA,NA,adult,35.4,NA,NA,0.7794,250,LVNV,LVNV
Thamnophis sirtalis,16.3,Hop-Ts-2016-03,Hog Lk.,north_bay,NA,NA,adult,34.8,NA,NA,0.5942,250,LVNV,LVNV
Thamnophis sirtalis,16.31,Hop-Ts-2016-04,Hog Lk.,north_bay,NA,NA,adult,35.2,NA,NA,0.8606,250,LVNV,LVNV
Thamnophis sirtalis,16.32,Hop-Ts-2016-05,Hog Lk.,north_bay,NA,NA,adult,43.5,NA,NA,0.8681,250,LVNV,LVNV
Thamnophis sirtalis,16.33,Hop-Ts-2016-07,Hog Lk.,north_bay,NA,NA,adult,44,NA,NA,0.6878,250,LVNV,LVNV
Thamnophis sirtalis,16.34,Hop-Ts-2016-09,Hog Lk.,north_bay,NA,NA,adult,37.2,NA,NA,0.9709,250,LVNV,LVNV
Thamnophis sirtalis,16.35,Knox-Ts-2016-01,Zim Zim Creek,north_bay,NA,NA,adult,42.6,NA,NA,0.8503,250,LVNV,LVNV
Thamnophis sirtalis,16.36,Knox-Ts-2016-02,Zim Zim Creek,north_bay,NA,NA,adult,39.9,NA,NA,0.7981,250,LVNV,WT
Thamnophis sirtalis,16.37,Knox_Ts_2016_08,Knoxville,north_bay,NA,NA,adult,124.7,NA,NA,0.5855,NA,LVNV,LVNV
Thamnophis sirtalis,16.38,Led-Ts-2016-05,Ledson Marsh,north_bay,NA,NA,adult,67.4,NA,NA,0.5562,250,LVNV,LVNV
Thamnophis sirtalis,16.39,Led-Ts-2016-06,Ledson Marsh,north_bay,NA,F,adult,78.5,NA,NA,0.7681,10.8,V,V
Thamnophis sirtalis,16.4,Led-Ts-2016-07,Ledson Marsh,north_bay,NA,NA,adult,24.9,NA,NA,0.7593,12.7,V,V
Thamnophis sirtalis,16.41,Led-Ts-2016-08,Ledson Marsh,north_bay,NA,F,adult,74.1,NA,NA,0.7123,31.5,WT,WT
Thamnophis sirtalis,16.42,Led-Ts-2016-09,Ledson Marsh,north_bay,NA,NA,adult,23.2,NA,NA,0.7062,12.3,V,WT
Thamnophis sirtalis,16.43,Led-Ts-2016-10,Ledson Marsh,north_bay,NA,NA,adult,23.4,NA,NA,0.7077,9.7,WT,WT
Thamnophis sirtalis,16.44,Will-Ts-2016-01,Willits,nor_coast,NA,NA,adult,66.1,NA,NA,0.5841,13.4,WT,WT
Thamnophis sirtalis,16.45,Will-Ts-2016-02,Willits,nor_coast,NA,NA,adult,38.5,NA,NA,0.7057,15.5,WT,WT
Thamnophis sirtalis,16.46,Will-Ts-2016-03,Willits,nor_coast,NA,F,adult,71,NA,NA,0.6536,33,WT,WT
Thamnophis sirtalis,16.47,Will-Ts-2016-04,Willits,nor_coast,NA,NA,adult,40.8,NA,NA,0.7819,203,LVNV,LVNV
Thamnophis sirtalis,16.48,Will-Ts-2016-06,Willits,nor_coast,NA,NA,adult,27.1,NA,NA,0.6826,3.2,WT,WT
Thamnophis sirtalis,16.49,Will-Ts-2016-07,Willits,nor_coast,NA,NA,subadult,18.4,NA,NA,0.6468,3.95,WT,WT
Thamnophis sirtalis,16.5,Will-Ts-2016-08,Willits,nor_coast,NA,NA,adult,37.3,NA,NA,0.7117,12.7,WT,WT
Thamnophis sirtalis,16.56,CRF 2952,Manteca,sierra,NA,F,adult,87.7,NA,NA,0.9346,1,NA,NA
Thamnophis sirtalis,16.59,CRF 3037,Castle Lk.,nor_coast,NA,NA,neonate,3.2,NA,NA,0.3875,2.9,NA,NA
Thamnophis sirtalis,16.61,CRF 3039,Castle Lk.,nor_coast,NA,NA,neonate,3.3,NA,NA,0.4026,3,NA,NA
Thamnophis sirtalis,16.62,CRF 3040,Castle Lk.,nor_coast,NA,NA,subadult,8,NA,NA,0.4415,3.05,WT,WT
Thamnophis sirtalis,16.63,CRF 3041,Castle Lk.,nor_coast,NA,NA,neonate,3.2,NA,NA,0.3919,2.8,NA,NA
Thamnophis sirtalis,17.01,Hague17.01_MTJH370,Hog Lk.,north_bay,NA,F,adult,36,48.5,NA,0.9172,250,LVNV,LVNV
Thamnophis sirtalis,17.02,Hague17.02_MTJH371,Hog Lk.,north_bay,NA,F,adult,33,47,NA,0.6226,250,LVNV,LVNV
Thamnophis sirtalis,17.07,MTJH 380,Angelo,nor_coast,NA,NA,subadult,7.6,NA,NA,0.5615,7.57,WT,WT
Thamnophis sirtalis,17.08,MTJH 381,Angelo,nor_coast,NA,NA,subadult,9.6,NA,NA,0.554,4.16,WT,WT
Thamnophis sirtalis,17.09,MTJH 384,Angelo,nor_coast,NA,NA,adult,26.9,NA,NA,0.7174,5.45,WT,WT
Thamnophis sirtalis,17.1,MTJH 390,Orick,nor_coast,NA,NA,subadult,10.5,NA,NA,0.5094,2.4,WT,WT
Thamnophis sirtalis,17.11,MTJH 394,Orick,nor_coast,NA,NA,adult,22.5,NA,NA,0.6954,2.43,WT,WT
Thamnophis sirtalis,17.12,MTJH 399,Orick,nor_coast,NA,NA,adult,28.1,NA,NA,0.7396,2.54,WT,WT
Thamnophis sirtalis,17.13,MTJH 402,Orick,nor_coast,NA,NA,adult,23.3,NA,NA,0.5504,10.56,WT,WT
Thamnophis sirtalis,17.14,MTJH 403,Orick,nor_coast,NA,NA,adult,43,NA,NA,0.7911,2.78,WT,WT
Thamnophis sirtalis,17.15,MTJH 411,Elk River,PNW,NA,NA,adult,59.7,NA,NA,0.6794,11.75,V,V
Thamnophis sirtalis,17.16,MTJH 412,Elk River,PNW,NA,NA,adult,38.2,NA,NA,0.5647,10.4,V,V
Thamnophis sirtalis,17.17,MTJH 415,Elk River,PNW,NA,NA,adult,20,NA,NA,0.68918,27.8,V,V
Thamnophis sirtalis,17.18,MTJH 417,Elk River,PNW,NA,F,adult,84.1,NA,NA,0.5862,13.3,V,V
Thamnophis sirtalis,17.19,MTJH 418,Elk River,PNW,NA,NA,adult,63.3,NA,NA,0.817,12.55,V,V
Thamnophis sirtalis,17.2,MTJH 422,Tahkenitch Lk.,PNW,NA,NA,adult,24.8,NA,NA,0.6131,50.6,VA,VA
Thamnophis sirtalis,17.21,MTJH 423,Tahkenitch Lk.,PNW,NA,NA,adult,23.1,NA,NA,0.5076,79.1,VA,VA
Thamnophis sirtalis,17.24,MTJH 426,Tahkenitch Lk.,PNW,NA,NA,adult,62.6,NA,NA,0.3234,50.9,VA,VA
Thamnophis sirtalis,17.25,MTJH 427,Tahkenitch Lk.,PNW,NA,NA,subadult,17.5,NA,NA,0.5685,53.8,VA,VA
Thamnophis sirtalis,17.27,MTJH 429,10 Mile Creek,PNW,NA,NA,neonate,3.1,NA,NA,0.384,31.6,VA,VA
Thamnophis sirtalis,17.28,MTJH 430,10 Mile Creek,PNW,NA,NA,adult,96.5,NA,NA,0.30864,17.4,WT,WT
Thamnophis sirtalis,17.32,MTJH 440,Potter Slough,PNW,NA,NA,adult,36.3,NA,NA,0.53763,19.8,VA,VA
Thamnophis sirtalis,17.33,MTJH 441,Potter Slough,PNW,NA,NA,adult,42.7,NA,NA,0.4344,39.2,VA,V
Thamnophis sirtalis,17.34,MTJH 456,Clallum,PNW,NA,NA,neonate,1.9,NA,NA,0.488,1.46,WT,WT
Thamnophis sirtalis,17.35,MTJH 460,Cook Creek,PNW,NA,NA,adult,34,NA,NA,0.7013,15,VA,WT
Thamnophis sirtalis,17.39,MTJH 477,Hebo,PNW,NA,NA,adult,27.7,NA,NA,0.5824,46.4,V,V
Thamnophis sirtalis,17.41,MTJH 475,Hebo,PNW,NA,NA,neonate,4.5,NA,NA,0.2942,40.4,V,V
Thamnophis sirtalis,17.43,MTJH 466,Cook Creek,PNW,NA,NA,adult,37.9,NA,NA,0.528,5,WT,WT
Thamnophis sirtalis,17.44,MTJH 461,Cook Creek,PNW,NA,NA,subadult,13.8,NA,NA,0.5015,9.6,WT,WT
Thamnophis sirtalis,17.45,MTJH 463,Cook Creek,PNW,NA,NA,adult,58.6,NA,NA,0.3827,10.7,WT,WT
Thamnophis sirtalis,17.46,MTJH 464,Cook Creek,PNW,NA,NA,adult,43.2,NA,NA,0.5331,3.1,WT,WT
Thamnophis sirtalis,1_EB98,East_Bay_98-EB1,East Bay,south_bay,NA,NA,neonate,2.22,18.1,NA,0.4032,NA,LVNV,LVNV
Thamnophis sirtalis,2_EB98,East_Bay_98-EB2,East Bay,south_bay,NA,NA,neonate,2.7,20.2,NA,0.3891,NA,LVNV,LVNV
Thamnophis sirtalis,3,NA,NA,PNW,Benton,NA,subadult,7.8,NA,NA,0.4529,78.5,VA,VA
Thamnophis sirtalis,3.41,NA,Scott's L.,PNW,NA,NA,adult,50,48.8,NA,0.7862,NA,WT,WT
Thamnophis sirtalis,3.5,EDBJR 21232,Tahkenitch Lk.,PNW,NA,NA,subadult,13.3,35.2,NA,0.6101,10,VA,V
Thamnophis sirtalis,3.75,EDBJR 21256,Hunter Creek,PNW,NA,NA,subadult,15.8,32.5,NA,0.5794,10,V,V
Thamnophis sirtalis,3.83,EDBJR 21264,Threemile Creek,PNW,NA,NA,adult,74.7,52,NA,0.5879,10,VA,VA
Thamnophis sirtalis,3.88,EDBJR 21269,Cook Creek,PNW,NA,NA,adult,36.2,50.6,NA,0.7018,4,WT,WT
Thamnophis sirtalis,3.92,EDBJR 21273,Hoh River,PNW,NA,NA,adult,39,50.2,NA,0.5659,1,WT,WT
Thamnophis sirtalis,3_EB98,East_Bay_98-EB3,East Bay,south_bay,NA,NA,neonate,2.22,17.4,NA,0.3682,NA,LVNV,LVNV
Thamnophis sirtalis,4.107,EDBJR 21484,Omo,sierra,NA,M,adult,58.3,54.1,NA,0.8562,500,LVNV,LVNV
Thamnophis sirtalis,4.108,EDBJR 21485,Omo,sierra,NA,F,adult,51.5,55.7,NA,0.8726,500,LVNV,LVNV
Thamnophis sirtalis,4.11,EDBJR 21411,Santa Lucia,south_bay,NA,F,subadult,6.1,24.1,NA,0.3934,50,LVNV,LVNV
Thamnophis sirtalis,4.12,NA,Santa Lucia,south_bay,NA,NA,subadult,8,30,NA,0.3361,50,LVNV,WT
Thamnophis sirtalis,4.13,EDBJR 21413,Santa Lucia,south_bay,NA,F,subadult,6,24.6,NA,0.4401,500,LVNV,LVNV
Thamnophis sirtalis,4.81,EDBJR 21470,Willow Creek,north_bay,NA,F,adult,111.7,63.1,NA,0.7418,25,WT,WT
Thamnophis sirtalis,4.83,EDBJR 21472,Willow Creek,north_bay,NA,F,adult,107.4,58.4,NA,0.6435,500,LVNV,LVNV
Thamnophis sirtalis,4.84,EDBJR 21473,Willow Creek,north_bay,NA,F,adult,207.4,74.3,NA,0.7559,5,WT,WT
Thamnophis sirtalis,4.92,EDBJR 21481,Willow Creek,north_bay,NA,F,subadult,8.3,32,NA,0.4342,500,LVNV,LVNV
Thamnophis sirtalis,5.158, EDBJR 21964 ,Feather Lk.,sierra,NA,NA,subadult,13,33.9,NA,0.6557,NA,WT,WT
Thamnophis sirtalis,5.159, EDBJR 21965 ,Feather Lk.,sierra,NA,NA,subadult,17.3,39.1,NA,0.6784,NA,WT,WT
Thamnophis sirtalis,5.161, EDBJR 21967 ,Feather Lk.,sierra,NA,NA,adult,25,45,NA,0.615,NA,WT,WT
Thamnophis sirtalis,5.164, EDBJR 21970 ,Feather Lk.,sierra,NA,NA,subadult,11.4,32.1,NA,0.5995,NA,WT,WT
Thamnophis sirtalis,5.169, EDBJR 21975 ,Feather Lk.,sierra,NA,NA,subadult,19.6,38.1,NA,0.7003,NA,WT,WT
Thamnophis sirtalis,5.17, EDBJR 21976 ,Feather Lk.,sierra,NA,NA,adult,34.6,49.9,NA,0.7519,NA,WT,WT
Thamnophis sirtalis,5.172, EDBJR 21978 ,Feather Lk.,sierra,NA,NA,adult,29.8,43.7,NA,0.6281,NA,WT,WT
Thamnophis sirtalis,5.173, EDBJR 21979 ,Feather Lk.,sierra,NA,NA,adult,39.2,47.4,NA,0.7645,NA,WT,WT
Thamnophis sirtalis,5.174, EDBJR 21980 ,Feather Lk.,sierra,NA,NA,adult,21.9,40.3,NA,0.7764,NA,WT,WT
Thamnophis sirtalis,5.278,NA,Santa Lucia,south_bay,NA,F,adult,192.8,81.1,NA,0.7955,500,LVNV,LVNV
Thamnophis sirtalis,5.282,NA,Santa Lucia,south_bay,NA,F,adult,186,73.9,NA,1.321,10,WT,WT
Thamnophis sirtalis,5.3, EDBJR 22107 ,Ledson Marsh,north_bay,NA,NA,adult,84.2,50.1,NA,0.5328,10,V,V
Thamnophis sirtalis,5.35,EDBJR 21567 ,Ledson Marsh,north_bay,NA,NA,adult,36,45.7,NA,0.6863,75,LVNV,LVNV
Thamnophis sirtalis,5.36, EDBJR 21568 ,Ledson Marsh,north_bay,NA,NA,subadult,11.1,32.6,NA,0.5804,15,V,V
Thamnophis sirtalis,5.38, EDBJR 22109 ,Ledson Marsh,north_bay,NA,NA,adult,75.3,53.2,NA,0.7003,15,V,V
Thamnophis sirtalis,5.42,EDBJR 22108 ,Ledson Marsh,north_bay,NA,NA,adult,61.1,50.3,NA,0.7032,100,LVNV,LVNV
Thamnophis sirtalis,5.43,EDBJR 22110 ,Ledson Marsh,north_bay,NA,NA,adult,66.9,48.2,NA,0.664,30,WT,WT
Thamnophis sirtalis,5.47,EDBJR 21574 ,Ledson Marsh,north_bay,NA,NA,adult,20.4,40.5,NA,0.7542,50,LVNV,LVNV
Thamnophis sirtalis,5.5,EDBJR 21577 ,O'Neall,sierra,NA,NA,adult,45,49.8,NA,0.6716,100,LVNV,LVNV
Thamnophis sirtalis,6.112,NA,Santa Lucia,south_bay,NA,NA,adult,52.3,59.6,NA,1.1364,50,LVNV,WT
Thamnophis sirtalis,7,NA,NA,PNW,Benton,NA,adult,64.4,NA,NA,0.504,41,VA,V
Thamnophis sirtalis,98-15,EDBJR 21160,Omo,sierra,NA,NA,adult,26.2,41.2,NA,0.8382,500,LVNV,LVNV
Thamnophis sirtalis,A3,Willow_Cr_Ts_WCTs_A3,Willow Creek,north_bay,NA,NA,neonate,3.21,19,NA,0.321,NA,LVNV,LVNV
Thamnophis sirtalis,A6,Willow_Cr_Ts_WCTs_A6,Willow Creek,north_bay,NA,NA,neonate,3.3,17.9,NA,0.3691,NA,LVNV,LVNV
Thamnophis sirtalis,A7,Willow_Cr_TsWC_A7_e24F-PH,Willow Creek,north_bay,NA,NA,neonate,3.44,18.4,NA,0.3245,NA,LVNV,LVNV
Thamnophis sirtalis,A9,Willow_Cr_Ts_WCTs_A9,Willow Creek,north_bay,NA,NA,neonate,2.83,17.3,NA,0.3332,NA,LVNV,LVNV
Thamnophis sirtalis,BS2,Warrenton_97-BS2,Warrenton,PNW,NA,NA,neonate,3.16,18.3,NA,0.3285,NA,V,V
Thamnophis sirtalis,BY3,Warrenton_97-BY3,Warrenton,PNW,NA,NA,neonate,2.92,16.4,NA,0.3115,NA,V,V
Thamnophis sirtalis,CB2,Warrenton_97-CB2,Warrenton,PNW,NA,NA,neonate,2.91,18.1,NA,0.2991,NA,V,V
Thamnophis sirtalis,CC8,Warrenton_97-CC8,Warrenton,PNW,NA,NA,neonate,3.1,17.7,NA,0.361,NA,V,V
Thamnophis sirtalis,CP3,Warrenton_97-CP3,Warrenton,PNW,NA,NA,neonate,2.93,17.7,NA,0.3361,NA,VA,V
Thamnophis sirtalis,CR1,Warrenton_97-CR1,Warrenton,PNW,NA,NA,neonate,2.43,16.4,NA,0.2393,NA,V,V
Thamnophis sirtalis,CRF 2517,CRF 2517,Watson Lk.,sierra,NA,NA,adult,41.7,NA,NA,0.66401,18.2,NA,NA
Thamnophis sirtalis,CRF 2518,CRF 2518,Watson Lk.,sierra,NA,F,adult,135.8,NA,NA,0.9488,8.1,NA,NA
Thamnophis sirtalis,CRF 2519,CRF 2519,Watson Lk.,sierra,NA,NA,adult,50.7,NA,NA,0.8058,13.8,NA,NA
Thamnophis sirtalis,CRF 2520,CRF 2520,Watson Lk.,sierra,NA,NA,adult,41.2,NA,NA,0.77942,19.8,NA,NA
Thamnophis sirtalis,CRF 2521,CRF 2521,Watson Lk.,sierra,NA,NA,subadult,9.3,NA,NA,0.6812,18,NA,NA
Thamnophis sirtalis,CRF 2546,CRF 2546,Watson Lk.,sierra,NA,NA,adult,73.1,NA,NA,0.813,9.7,WT,WT
Thamnophis sirtalis,CRF 2547,CRF 2547,Watson Lk.,sierra,NA,NA,subadult,8.1,NA,NA,0.55804,21.1,NA,NA
Thamnophis sirtalis,CS2,Warrenton_97-CS2,Warrenton,PNW,NA,NA,neonate,3.3,18,NA,0.3537,NA,V,V
